,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
0,1506787200.0,1.6500000000005457,2.380000000000109,4328.61,0.3900000000003274,135.69853244,587632.8883314,4330.429207782521
1,1506788160.0,1.1099999999996726,21.109999999999673,4327.89,19.969999999999345,141.40782897999998,613501.4468986,4338.525322988804
2,1506789120.0,37.220000000000255,38.159999999999854,4311.0,2.4700000000002547,179.59354075,779073.122722,4337.979637065539
3,1506790080.0,23.479999999999563,27.269999999999527,4290.01,25.219999999999345,206.13743668,887399.8460828001,4304.894153992835
4,1506791040.0,6.729999999999563,6.729999999999563,4308.5,0.010000000000218279,65.47331412,282341.589088,4312.315527063777
5,1506792000.0,1.0100000000002183,12.5,4307.5,12.5,65.38274402,282166.553451,4315.611981116726
6,1506792960.0,10.0,10.100000000000364,4310.0,8.88000000000011,67.38726198,290834.5578313,4315.868448811844
7,1506793920.0,0.020000000000436557,1.1300000000001091,4318.87,0.010000000000218279,36.10963421,155971.25039169998,4319.380514480708
8,1506794880.0,0.0,24.769999999999527,4318.88,23.11999999999989,69.48397184000001,301310.03131466,4336.396198082679
9,1506795840.0,2.4700000000002547,10.470000000000255,4339.53,4.240000000000691,121.7071908,528713.0655586,4344.13991550777
10,1506796800.0,22.74000000000069,22.74000000000069,4321.03,0.020000000000436557,77.98939793,337726.48259333,4330.415307173663
11,1506797760.0,0.010000000000218279,15.710000000000036,4321.04,8.289999999999964,72.47219142,313819.0698285,4330.199814295887
12,1506798720.0,7.319999999999709,7.319999999999709,4322.01,3.9899999999997817,34.69030852,150039.7764264,4325.120842897594
13,1506799680.0,0.1499999999996362,7.149999999999636,4325.85,4.549999999999272,52.18784077,225996.2667136,4330.439109554292
14,1506800640.0,7.059999999999491,9.179999999999382,4323.35,9.179999999999382,60.24053199,260665.6045815,4327.080056742706
15,1506801600.0,0.0,17.11999999999989,4332.88,17.11999999999989,99.34451646,431868.34404,4347.1784797894425
16,1506802560.0,5.170000000000073,5.170000000000073,4344.83,4.489999999999782,96.91467452,421442.24172329996,4348.590590750301
17,1506803520.0,12.079999999999927,12.739999999999782,4337.24,6.369999999999891,77.82000486000001,338149.2399184,4345.273950146088
18,1506804480.0,8.599999999999454,9.469999999999345,4335.01,8.529999999999745,70.53652079,306127.020158,4339.979016960528
19,1506805440.0,0.010000000000218279,12.75,4343.53,8.289999999999964,121.12449089,526749.1381264001,4348.8243728080615
20,1506806400.0,1.819999999999709,1.819999999999709,4350.0,0.8400000000001455,48.251991790000005,209963.5877155,4351.397319084638
21,1506807360.0,25.840000000000146,25.840000000000146,4325.0,14.979999999999563,89.96397012,390347.7949354,4338.934735925147
22,1506808320.0,29.30999999999949,29.30999999999949,4310.68,9.319999999999709,144.67398375,625430.5280843,4323.0338439083735
23,1506809280.0,1.8800000000001091,8.829999999999927,4321.16,3.8400000000001455,73.52536178,318005.6457713,4325.115008924748
24,1506810240.0,2.380000000000109,12.390000000000327,4322.61,12.390000000000327,63.72327315,275873.9279506,4329.2491787296085
25,1506811200.0,1.0,6.0,4334.0,2.319999999999709,26.516770010000002,114987.05253969,4336.389858053078
26,1506812160.0,3.5900000000001455,4.270000000000437,4332.73,2.280000000000655,31.914001069999998,138366.97395430002,4335.619769229394
27,1506813120.0,4.010000000000218,4.010000000000218,4331.01,2.3400000000001455,28.9851712,125616.80857220001,4333.830140434016
28,1506814080.0,2.5399999999999636,3.1899999999996,4330.81,3.1899999999996,30.618476819999998,132671.3038242,4333.047153329949
29,1506815040.0,0.010000000000218279,5.020000000000437,4333.99,5.010000000000218,33.64746595,145893.57676009997,4335.94544614139
30,1506816000.0,0.0500000000001819,17.5600000000004,4338.96,17.5600000000004,177.56907187000002,771795.6217894801,4346.45298115045
31,1506816960.0,21.3100000000004,21.32000000000062,4335.2,18.800000000000182,113.40732200000001,492835.7313398,4345.71350992487
32,1506817920.0,11.069999999999709,14.920000000000073,4342.93,7.599999999999454,121.30807482,528023.6453433,4352.749362536623
33,1506818880.0,14.969999999999345,14.969999999999345,4335.01,0.010000000000218279,86.22955106999999,374292.73768294,4340.655065907675
34,1506819840.0,34.24000000000069,34.24000000000069,4300.78,10.63000000000011,266.19069853999997,1148208.0181790001,4313.479112819042
35,1506820800.0,10.399999999999636,13.979999999999563,4301.02,13.829999999999927,103.09428101,443854.4072309,4305.325211859684
36,1506821760.0,3.7899999999999636,12.930000000000291,4311.07,3.930000000000291,59.38708485,256632.75021248998,4321.356248765088
37,1506822720.0,0.010000000000218279,7.980000000000473,4314.99,3.5100000000002183,48.59826683,209870.41559159994,4318.475313651426
38,1506823680.0,18.51000000000022,18.51000000000022,4300.0,0.0,70.36187519,302877.8273679,4304.57298856847
39,1506824640.0,13.989999999999782,19.659999999999854,4286.02,1.4799999999995634,150.73298375000002,647632.3040515999,4296.553335172733
40,1506825600.0,0.010000000000218279,0.010000000000218279,4287.49,0.0,55.16850301,236534.623345,4287.493958321201
41,1506826560.0,30.56999999999971,33.55999999999949,4256.92,33.55999999999949,136.00161764,581051.9359055001,4272.389887622958
42,1506827520.0,12.819999999999709,15.239999999999782,4277.66,1.75,34.59979397,148420.10895306,4289.624067754528
43,1506828480.0,3.0900000000001455,12.070000000000618,4276.32,3.4700000000002547,38.99540523,166904.6379877,4280.110361804797
44,1506829440.0,0.0,16.18000000000029,4279.79,16.170000000000073,39.09981251,167815.44882719003,4291.975793599273
45,1506830400.0,0.010000000000218279,11.529999999999745,4295.95,9.820000000000618,81.18358659,349292.1154964,4302.496725852033
46,1506831360.0,11.789999999999964,11.789999999999964,4293.99,0.010000000000218279,54.949006239999996,236265.0080512,4299.713938761125
47,1506832320.0,0.010000000000218279,5.5700000000006185,4293.99,5.5700000000006185,19.85979115,85301.07839825,4295.164926658858
48,1506833280.0,0.010000000000218279,1.4200000000000728,4299.55,0.4600000000000364,26.9461906,115883.26641511999,4300.543558655003
49,1506834240.0,6.020000000000437,6.020000000000437,4293.99,0.010000000000218279,48.46689201,208172.2430601,4295.1432292615045
50,1506835200.0,0.010000000000218279,13.010000000000218,4293.99,13.0,25.172256190000002,108183.42629266999,4297.724664650728
51,1506836160.0,4.979999999999563,7.349999999999454,4302.02,0.009999999999308784,26.12925844,112537.6723528,4306.960054423956
52,1506837120.0,0.009999999999308784,4.589999999999236,4302.02,4.589999999999236,17.43802601,75039.14770107,4303.1904906001455
53,1506838080.0,0.009999999999308784,1.2399999999997817,4306.6,1.2399999999997817,21.812273779999998,93958.03868139,4307.576533701018
54,1506839040.0,0.0,7.1599999999998545,4307.84,7.1599999999998545,30.275569169999997,130540.01500855,4311.7278580480615
55,1506840000.0,0.010000000000218279,0.010000000000218279,4314.99,0.0,27.844950739999998,120150.74870325,4314.992323927882
56,1506840960.0,1.6599999999998545,1.6599999999998545,4313.34,0.010000000000218279,22.898310369999997,98776.12992124999,4313.686395423332
